Freq/Type,L5,L4,L3,L2,L1,A,B,R1,R2,R3,R4,R5
1: +–[74a.7],,,,,,,,,,,,
,པ་,དེ་,ནི་,དེ་,བཞིན་,,–[74a.7],གཤེགས་,པའོ,།,_,
1: -བརཟད་+–[74b]–[74b.1]བར་ཟད་,,,,,,,,,,,,
,ཆུ་,ཀླུང་,ཉིད་,དཔེར་,རུང་,བརཟད་,–[74b]–[74b.1]བར་ཟད་,ཀྱི་,འཇིག་,རྟེན་,ན་,
1: -_+_–[74b.2],,,,,,,,,,,,
,སྒྲོགས་,པའི་,ཕྱིར་,ཏེ,།,_,_–[74b.2],ཐར་,པ་,ནི་,ཆུ་,
1: +–[74b.3],,,,,,,,,,,,
,_,།,ཐར་,པ་,གང་,,–[74b.3],ཡིན་,པ་,དེ་,ནི་,
1: +–[74b.4],,,,,,,,,,,,
,པ་,དྲག་,པོ་,ཞེས་,བྱ་,,–[74b.4],བ་,ནི་,ཇི་,ལྟར་,
1: +–[74b.5],,,,,,,,,,,,
,པའི་,ཆོས་,ཅན་,རྣམས་,ཀྱི་,,–[74b.5],ཕན་,ཚུན་,དུ་,གཏམ་,
1: +–[74b.6],,,,,,,,,,,,
,བ་,ཞེས་,བྱ་,བ་,ནི་,,–[74b.6],གང་,ལ་,སྲེད་པའི་,བག་,
1: +–[74b.7],,,,,,,,,,,,
,ཐར་,པའོ,།,_,།,,–[74b.7],ཐར་,པ་,གང་,ཡིན་,
1: -སྲིདཔལ་+སྲིད་པ་ལ་,,,,,,,,,,,,
,བ་,ནི་,ཐར་,པ་,སྟེ་,སྲིདཔལ་,སྲིད་པ་ལ་,ཞེན་,པ་,མེད་,པའོ,
1: +–[75a]–[75a.1],,,,,,,,,,,,
,ངེས་,པར་,སྒྲོལ་,ཞིང་,སྐྱོབ་,,–[75a]–[75a.1],པ་,ཡིན་,ནོ,།,
1: +–[75a.2],,,,,,,,,,,,
,པ་,ནི་,དེ་,ལྟ་,མ་,,–[75a.2],ཡིན་,ཏེ་,བདེ་,བ་,
1: +–[75a.3],,,,,,,,,,,,
,རི་,དགས་,གཞན་,རྣམས་,ལ་,,–[75a.3],མེད་,པ་,བཞིན་,ནོ,
1: +–[75a.4],,,,,,,,,,,,
,ཐར་,པ་,ནི་,ཆོས་,ཀྱི་,,–[75a.4],འབྱུང་,ཁུང་,ངོ་,།,
1: +–[75a.5],,,,,,,,,,,,
,ཡིན་,ནོ,།,_,།,,–[75a.5],ཉམ་,ང་,བ་,མེད་,
1: -རྒལན་ས་+རྒལ་ནས་,,,,,,,,,,,,
,པོ་,ལས་,ངེས་,འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_,པར་,རྒལན་ས་,རྒལ་ནས་,ཉམ་,ང་,བ་,མེད་,
1: +–[75a.6],,,,,,,,,,,,
,ནི་,གོ་,སྐབས་,ཟད་,པ་,,–[75a.6],སྟེ,།,_,ཇི་,
1: -སརལས་+སར་ལས་,,,,,,,,,,,,
,སར་,འབྱུང་,།,_,མར་,སརལས་,སར་ལས་,ཞུན་,མར་,འབྱུང་,།,
1: +–[75a.7],,,,,,,,,,,,
,པ་,དེ་,ནི་,དེ་,བཞིན་,,–[75a.7],གཤེགས་,པའོ,།,_,
1: +–[75b]–[75b.1],,,,,,,,,,,,
,དེ་,ནི་,དེ་,བཞིན་,གཤེགས་,,–[75b]–[75b.1],པའོ,།,_,།,
1: +–[75b.2],,,,,,,,,,,,
,དེ་,དྲི་,མའི་,ཉེས་,པ་,,–[75b.2],གང་,དང་,གང་,ཟད་,
1: +–[75b.3],,,,,,,,,,,,
,ཞེས་,བྱ་,བ་,ནི་,གང་,,–[75b.3],ལ་,ཟླའི་,ཆོས་,གཞན་,
1: +–[75b.4],,,,,,,,,,,,
,།,_,དེ་,ནི་,དེ་,,–[75b.4],བཞིན་,གཤེགས་,པའི་,སྙིང་,
1: -ཐོག་+ཐག་,,,,,,,,,,,,
,བུ་,མ་,གཏོགས་,པར་,ཐོག་,ཐོག་,ཐག་,ཏུ་,སྙིང་,པོ་,མེད་,
1: +–[75b.5],,,,,,,,,,,,
,ཨེ་,རཎྜ་,དང་,འདམ་,བུ་,,–[75b.5],བཞིན་,དུ་,སྙིང་,པོ་,
1: +–[75b.6],,,,,,,,,,,,
,བཞིན་,དུ་,སྲིད་,པ་,ཐམས་,,–[75b.6],ཅད་,བཅད་,པ་,དང་,
1: +–[75b.7],,,,,,,,,,,,
,།,_,ཐར་,པ་,གང་,,–[75b.7],ཡིན་,པ་,དེ་,ནི་,
1: -ལཁམས་+ལ་ཁམས་,,,,,,,,,,,,
,ཁམས་,ཁམས་,ཞེས་,བྱ་,བ་,ལཁམས་,ལ་ཁམས་,དེ་,ནི་,སེམས་,ཅན་,
1: +–[76a]–[76a.1],,,,,,,,,,,,
,ཅེས་,བྱ་,བ་,ནི་,གང་,,–[76a]–[76a.1],ལ་,འབྱུང་,བའི་,སྒོ་,
1: +–[76a.2],,,,,,,,,,,,
,ལྟ་,བུའོ,།,_,།,,–[76a.2],དགེ་,བ་,ཞེས་,བྱ་,
1: +–[76a.3],,,,,,,,,,,,
,ཁུ་,བཅུད་,ཐམས་,ཅད་,ཀྱི་,,–[76a.3],ནང་,ན་,མཆོག་,ནི་,
1: +–[76a.4],,,,,,,,,,,,
,འདྲ་,བར་,བརྟན་,ཞིང་,མི་,,–[76a.4],གཡོ་,བ་,ཡིན་,ནོ,
1: +–[76a.5],,,,,,,,,,,,
,སྐྱོན་,མེད་,པ་,དེ་,ཡང་,,–[76a.5],བཅོས་,མ་,ཡིན་,ནོ,
1: +–[76a.6],,,,,,,,,,,,
,གཤེགས་,པའོ,།,_,།,,–[76a.6],ཐར་,པ་,ནི་,བྱིས་,
1: -ཡང་སསུ་+ཡངས་སུ་,,,,,,,,,,,,
,ནས་,མཐུ་,ཆེ་,ཞིང་,བག་,ཡང་སསུ་,ཡངས་སུ་,འདུག་,པ་,བཞིན་,དུ་,
1: +–[76a.7],,,,,,,,,,,,
,ནོ,།,_,།,ཐར་,,–[76a.7],པ་,གང་,ཡིན་,པ་,
1: +–[76b]–[76b.1],,,,,,,,,,,,
,བའོ,།,_,།,འདོད་,,–[76b]–[76b.1],ཆགས་,དང་,ཞེ་,སྡང་,
1: -པ།_+པ་,,,,,,,,,,,,
,མི་,སྦྲུལ་,གདུག་,པས་,ཟིན་,པ།_,པ་,བདག་,ཉིད་,སོས་,པར་,
1: +–[76b.2],,,,,,,,,,,,
,ཡིན་,པ་,དེ་,ནི་,དེ་,,–[76b.2],བཞིན་,གཤེགས་,པའོ,།,
1: +–[76b.3],,,,,,,,,,,,
,ཤས་,ཆེར་,བདེ་,བ་,ནི་,,–[76b.3],ཐར་,པའོ,།,_,
1: +–[76b.4],,,,,,,,,,,,
,།,_,།,ཕུང་,པོ་,,–[76b.4],ཐམས་,ཅད་,སྤངས་,པ་,
1: +–[76b.5],,,,,,,,,,,,
,དོན་,འདུས་,བྱས་,ཐམས་,ཅད་,,–[76b.5],སྤངས་,པའི་,དོན་,ཞེས་,
1: +–[76b.6],,,,,,,,,,,,
,དང་,།,_,བདག་,བསྒོམས་,,–[76b.6],ནས་,རྒྱུན་,མི་,འཆད་,
1: +–[76b.7],,,,,,,,,,,,
,ཅེས་,བྱ་,བ་,ནི་,གང་,,–[76b.7],གི་,ཚེ་,བཙལ་,ཀྱང་,
1: -གཅེརབུ་+གཅེར་བུ་,,,,,,,,,,,,
,པ་,ཞེས་,བྱ་,བ་,ནི་,གཅེརབུ་,གཅེར་བུ་,པ་,རྣམས་,ལ་,ཡང་,
1: -མོད།_འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ+མོད་ཀྱི,,,,,,,,,,,,
,པ་,རྣམས་,ལ་,ཡང་,ཡོད་,མོད།_འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ,མོད་ཀྱི,།,_,།_ཀྱི་,ཐར་,
1: -།_ཀྱི་,,,,,,,,,,,,
,ཡང་,ཡོད་,མོད་ཀྱི,།,_,།_ཀྱི་,,ཐར་,པ་,ནི་,དེ་,
1: -_+_–[77a]–[77a.1],,,,,,,,,,,,
,རུང་,མེད་,ཀྱང་,རུང་,།,_,_–[77a]–[77a.1],ཞོའི་,བུམ་,པ་,ཞེས་,
1: +–[77a.2],,,,,,,,,,,,
,ཞེས་,བྱ,།,_,ཐར་,,–[77a.2],པ་,ནི་,དེ་,ལྟ་,
1: +–[77a.3],,,,,,,,,,,,
,སྟོང་,པ་,ཞེས་,བྱ་,ཞེ་,,–[77a.3],ན,།,_,སྟོང་,
1: +–[77a.4],,,,,,,,,,,,
,ལ་,ནི་,བུམ་,པའི་,གཟུགས་,,–[77a.4],མི་,གཡོ་,བ་,བཞིན་,
1: -མཡིན་+མ་ཡིན་,,,,,,,,,,,,
,།,_,ཐེར་,ཟུག་,པ་,མཡིན་,མ་ཡིན་,གྱི,།,_,བུམ་,
1: +–[77a.5],,,,,,,,,,,,
,མ་ཡིན་,གྱི,།,_,བུམ་,,–[77a.5],པ་,ནི་,ཆག་,པར་,
1: +–[77a.6],,,,,,,,,,,,
,ནི་,སངས་,རྒྱས་,སུ་,གྱུར་,,–[77a.6],པའི་,མོད་,ལ་,བདག་,
1: -མོད།།_+མོད་,,,,,,,,,,,,
,རྒྱས་,སུ་,གྱུར་,–[77a.6],པའི་,མོད།།_,མོད་,ལ་,བདག་,དབང་,པོར་,
1: -ཅིག་ཅེ་འམ+ཅེའམ,,,,,,,,,,,,
,བདག་,དབང་,པོར་,གྱུར་,ཅིག་,ཅིག་ཅེ་འམ,ཅེའམ,།,_,དབང་,ཕྱུག་,
1: -བ་འམ+བའམ,,,,,,,,,,,,
,།,_,ཡོད་,ཅེས་,བྱ་,བ་འམ,བའམ,།,_,སྐྱེ་,བར་,
1: +–[77a.7],,,,,,,,,,,,
,པ་,དེ་,ནི་,སངས་,རྒྱས་,,–[77a.7],སོ,།,_,།,
1: +–[77b]–[77b.1],,,,,,,,,,,,
,མེད་,པ,།,_,ཐམས་,,–[77b]–[77b.1],ཅད་,ལས་,འདོད་,ཆགས་,
1: +–[77b.2],,,,,,,,,,,,
,ལས་,འདས་,པ་,ཞེས་,བྱ་,,–[77b.2],བ་,ནི་,ཇི་,ལྟར་,
1: +–[77b.3],,,,,,,,,,,,
,སེམས་,ཅན་,མང་,པོ་,མྱ་,,–[77b.3],ངན་,ལས་,འདས་,པ་,
1: +–[77b.4],,,,,,,,,,,,
,པ་,ཐུབ་,པའི་,བཞུགས་,ཡུལ་,,–[77b.4],ཟླ་,མེད་,པའི་,སྐྱབས་,
1: +–[77b.5],,,,,,,,,,,,
,པོ་,དང་,འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_,རུས་,གཅིག་,,–[77b.5],པས་,འདི་,སྐད་,ཅེས་,
1: +–[77b.6],,,,,,,,,,,,
,_,གསུམ་,ལ་,སྐྱབས་,སུ་,,–[77b.6],མཆིས་,པ་,རྣམས་,མྱ་,
1: +–[77b.7],,,,,,,,,,,,
,_,དེ་,བརྒྱལ་,བ་,ལས་,,–[77b.7],སངས་,པ་,བཞིན་,དུ་,
1: -བགང་+བ་གང་,,,,,,,,,,,,
,བདེ་,བའི་,རྣམ་,པ་,མང་,བགང་,བ་གང་,ཡིན་,པ་,སྟེ,།,
1: +–[78a]–[78a.1],,,,,,,,,,,,
,ཡོངས་,སུ་,མྱ་,ངན་,ལས་,,–[78a]–[78a.1],འདས་,པ་,ཡིན་,ནོ,
1: +–[78a.2],,,,,,,,,,,,
,སྲུང་,ཆེན་,པོ་,དང་,རུས་,,–[78a.2],གཅིག་,པས་,འདི་,སྐད་,
1: +–[78a.3],,,,,,,,,,,,
,།,དེ་,ནི་,དེ་,བཞིན་,,–[78a.3],གཤེགས་,པ་,ཡིན་,ནོ,
1: +–[78a.4],,,,,,,,,,,,
,ནོ,།,_,།,གསོལ་,,–[78a.4],པ,།,_,འོ་,
1: -ཏེའུ་འུའམ+ཏེའུའམ,,,,,,,,,,,,
,དཔེར་,ན་,བྱ་,ཤང་,ཤང་,ཏེའུ་འུའམ,ཏེའུའམ,།,_,ཀ་,ལ་,
1: +–[78a.5],,,,,,,,,,,,
,སྐད་,ཀྱི་,དཔེར་,ཡང་,མི་,,–[78a.5],རུང་,ལགས་,སོ,།,
1: +–[78a.6],,,,,,,,,,,,
,ལྡན་,འདས་,དེ་,བཞིན་,གཤེགས་,,–[78a.6],པའི་,གསུང་,ནི་,རྒྱུའི་,
1: +–[78a.7],,,,,,,,,,,,
,གཞན་,ནི་,ལྷ་,དང་,མི་,,–[78a.7],དང་,ལྷ་,མ་,ཡིན་,
1: +–[78b]–[78b.1],,,,,,,,,,,,
,པའོ,།,_,།,ཐར་,,–[78b]–[78b.1],པ་,གང་,ཡིན་,པ་,
1: -བ་ཟངས་+བཟངས་,,,,,,,,,,,,
,།,_,ཀྱེ་,མ་,བཞིན་,བ་ཟངས་,བཟངས་,ཁྱོད་,ཟླ་,བ་,ཉ་,
1: +–[78b.2],,,,,,,,,,,,
,ཆེ་,བཟང་,ཁྱད་,གངས་,ཀྱི་,,–[78b.2],རི་,བཞིན་,ཞེས་,བྱ་,
1: -དུ།_འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_+དུ་,,,,,,,,,,,,
,པ་,ཡང་,དཔེ་,མེད་,བཞིན་,དུ།_འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཐེག་པ་ཆེན་པོའི་མདོ།_།_,དུ་,སེམས་,ཅན་,ངེས་,པར་,
1: +–[78b.3],,,,,,,,,,,,
,དབང་,གིས་,དཔེས་,བསྟན་,པར་,,–[78b.3],རིག་,པར་,བྱའོ,།,
1: +–[78b.4],,,,,,,,,,,,
,ཐོགས་,ནས་,ངས་,དེ་,བཞིན་,,–[78b.4],གཤེགས་,པ་,དགྲ་,བཅོམ་,
1: -_+_–[78b.5],,,,,,,,,,,,
,།,_,གསོལ་,པ,།,_,_–[78b.5],དངོས་,པོའི་,སྒོ་,ནས་,
1: +–[78b.6],,,,,,,,,,,,
,པའི་,ཁམས་,ཀྱི་,བག་,ཀྱང་,,–[78b.6],མ་,མཆིས་,ཏེ,།,
1: -བགྲོངསསུ་+བགྲོངས་སུ་,,,,,,,,,,,,
,ཁམས་,ལགས་,ན་,ཇི་,ལྟར་,བགྲོངསསུ་,བགྲོངས་སུ་,རུང་,།,_,དེ་,
1: -བཅོལ་བཅོམ་+བཙལ་བ་ཙམ་,,,,,,,,,,,,
,བསྐྱེད་,པ་,དང་,།,_,བཅོལ་བཅོམ་,བཙལ་བ་ཙམ་,ལས་,མཚམས་,མེད་,པ་,
1: +–[78b.7],,,,,,,,,,,,
,རིགས་,ཀྱི་,བུ་,ལེགས་,སོ་,,–[78b.7],ལེགས་,སོ,།,_,
1: +–[79a]–[79a.1],,,,,,,,,,,,
,ལེགས་,པར་,ཁྱེར་,ཏེ་,མ་,,–[79a]–[79a.1],འོངས་,སོ་,ཞེས་,ཟེར་,
1: -ཐོགས།བྱ་བ་ཀའ་འགྱུར།_མདོ་སྡེ།_ཀ_+ཐོགས་,,,,,,,,,,,,
,དེ་,ནས་,དེ་,དགྲ་,སྟ་,ཐོགས།བྱ་བ་ཀའ་འགྱུར།_མདོ་སྡེ།_ཀ_,ཐོགས་,ཏེ་,སོག་,མའི་,ཕུང་,
1: +–[79a.2],,,,,,,,,,,,
,སྟེ,།,_,མི་,གཞན་,,–[79a.2],གྱིས་,འཇིགས་,ནས་,སོག་,
1: +–[79a.3],,,,,,,,,,,,
,ལགས་,སོ,།,_,།,,–[79a.3],ཡང་,གསོལ་,པ་,ཅི་,
1: +–[79a.4],,,,,,,,,,,,
,པའི་,སེམས་,བསྐྱེད་,པ་,བརྩམས་,,–[79a.4],པས་,ན་,མཚམས་,མེད་,
1: -ལེགསལགས་+–[79a.5]ལེགས་ལགས་,,,,,,,,,,,,
,ལེགས་ལགས་,སོ,།,_,།,ལེགསལགས་,–[79a.5]ལེགས་ལགས་,སོ,།,_,།,
1: +–[79a.6],,,,,,,,,,,,
,པ་,དཔེ་,མེད་,པ་,ཁོ་,,–[79a.6],ན་,ཡིན་,ནོ,།,
1: -_+_–[79a.7],,,,,,,,,,,,
,_,།,གསོལ་,པ,།,_,_–[79a.7],དེ་,བཞིན་,གཤེགས་,པ་,
1: +–[79b]–[79b.1],,,,,,,,,,,,
,བདག་,གི་,ཐེ་,ཚོམ་,ངེས་,,–[79b]–[79b.1],པར་,བྱེད་,འདོད་,པས་,
1: +–[79b.2],,,,,,,,,,,,
,ངན་,ལས་,འདས་,པ་,ཆེན་,,–[79b.2],པོའི་,མདོ་,འདི་,ལ་,
1: +–[79b.3],,,,,,,,,,,,
,ཅན་,གྱི་,མི་,གང་,ཟག་,,–[79b.3],དེ་,ལྟ་,བུ་,སྐྱེ་,
1: -བའའབྲས་+བའི་འབྲས་,,,,,,,,,,,,
,_,ལན་,ཅིག་,ཕྱིར་,འོང་,བའའབྲས་,བའི་འབྲས་,བུ་,དང་,ལྡན་,པའི་,
1: +–[79b.4],,,,,,,,,,,,
,གསུམ་,པའོ,།,_,།,,–[79b.4],དགྲ་,བཅོམ་,པ་,ནི་,
1: +–[79b.5],,,,,,,,,,,,
,བ་,དང་,ལྡན་,པ་,གང་,,–[79b.5],ཡིན་,པ་,དེ་,དག་,
1: +–[79b.6],,,,,,,,,,,,
,_,ཉེས་,པ་,བྱུང་,ན་,,–[79b.6],དེ་,ར_,ལས་,བསླང་,
1: +–[79b.7],,,,,,,,,,,,
,སོ་,སོའི་,སྐྱེ་,བོ་,ཐོས་,,–[79b.7],པ་,དང་,མི་,ལྡན་,
1: -བརྒྱདཔའི་+བརྒྱད་པའི་,,,,,,,,,,,,
,མ་,ཡིན་,ཏེ,།,_,བརྒྱདཔའི་,བརྒྱད་པའི་,སོ་,སོའི་,སྐྱེ་,བོ་,
1: +–[80a]–[80a.1],,,,,,,,,,,,
,ཞེས་,བྱ་,བ་,ནི་,གང་,,–[80a]–[80a.1],ཐོབ་,ནས་,དམ་,པའི་,
1: -བཟོའཚིག་+བཟོའི་ཚིག་,,,,,,,,,,,,
,པ་,མ་,ཡིན་,པ་,རང་,བཟོའཚིག་,བཟོའི་ཚིག་,དང་,།,_,ཡི་,
1: +–[80a.2],,,,,,,,,,,,
,པ་,སྟེ,།,_,རྒྱུན་,,–[80a.2],དུ་,ཞུགས་,པ་,དང་,
1: +–[80a.3],,,,,,,,,,,,
,དུ་,ལུང་,བསྟན་,པས་,སངས་,,–[80a.3],རྒྱས་,ཀྱི་,གནས་,སུ་,
1: +–[80a.4],,,,,,,,,,,,
,།,_,བྲན་,དང་,བྲན་,,–[80a.4],མོ་,ལ་,སོགས་,པ་,
1: +–[80a.5],,,,,,,,,,,,
,_,ཆོས་,སྟོན་,མི་,སྲིད་,,–[80a.5],པ་,དང་,།,_,
1: +–[80a.6],,,,,,,,,,,,
,འཇིག་,རྟེན་,པའི་,བྱ་,བ་,,–[80a.6],རྣམས་,ཀྱིས་,ཀྱང་,འཇིག་,
1: +–[80a.7],,,,,,,,,,,,
,ལུས་,ལ་,རྨི་,ལམ་,དུ་,,–[80a.7],བྱུང་,ཡང་,ཁུ་,ཆུ་,
1: +–[80b]–[80b.1],,,,,,,,,,,,
,ལ་,ནི་,ཕྱིར་,མི་,འོང་,,–[80b]–[80b.1],བ་,ཐོབ་,པ་,ཞེས་,
1: -_+_–[80b.2],,,,,,,,,,,,
,གྲངས་,སུ་,གཏོགས་,ཏེ,།,_,_–[80b.2],སེམས་,བསྐྱེད་,མ་,ཐག་,
1: +–[80b.3],,,,,,,,,,,,
,བཅོམ་,པ་,ཞེས་,བྱ་,བ་,,–[80b.3],ནི་,ཉོན་,མོངས་,པ་,
1: -བཀའའགྱུད།_མདོ་སྡེ།_ཐཀ_,,,,,,,,,,,,
,བསྟན་,པ་,དང་,།,_,བཀའའགྱུད།_མདོ་སྡེ།_ཐཀ_,,བདག་,ཉིད་,ཀྱིས་,ཇི་,
1: +–[80b.4],,,,,,,,,,,,
,དང་,།,_,ཇི་,ལྟར་,,–[80b.4],འདོད་,པའི་,གཟུགས་,མངོན་,
1: -_+_–[80b.5],,,,,,,,,,,,
,པ་,ཞེས་,བྱ་,སྟེ,།,_,_–[80b.5],ཡོངས་,སུ་,མྱ་,ངན་,
1: +–[80b.6],,,,,,,,,,,,
,ཡིན་,ནོ,།,_,།,,–[80b.6],འཇིག་,རྟེན་,དུ་,གྱུར་,
1: +–[80b.7],,,,,,,,,,,,
,ཚར་,གཅད་,པར་,བཀའ་,སྩལ་,,–[80b.7],པའི་,ཚེ,།,_,
1: +–[81a]–[81a.1],,,,,,,,,,,,
,ཟིན་,ཀྱང་,དེ་,ཁྱེད་,ཀྱིས་,,–[81a]–[81a.1],ཚར་,ཆོད་,ཅིག་,ཅེས་,
1: +–[81a.2],,,,,,,,,,,,
,དང་,།,_,གཡས་,ཕྱོགས་,,–[81a.2],ནས་,ཆུ་,འབེབས་,པ་,
1: -འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཇིག་པ་ཆེན་པོའི་མདོ།_།_,,,,,,,,,,,,
,ལག་,དགུ་,ལྟ་,བུ་,སྟོན་,འཕགས་པ་ཡོངས་སུ་མྱ་ངན་ལས་འདས་པ་ཆེན་པོ་ཇིག་པ་ཆེན་པོའི་མདོ།_།_,,དུ་,ཟིན་,ཀྱང་,ང་,
1: -ནང་+ན་ང་–[81a.3],,,,,,,,,,,,
,བུ་,ཁྱེད་,དེ་,ལྟར་,དོགས་,ནང་,ན་ང་–[81a.3],ཡང་,ཚར་,ཆོད་,ཅིག,
1: -རྐུནའོངས་+རྐུན་འོངས་,,,,,,,,,,,,
,མུན་,པའི་,ནང་,དུ་,ཁྱི་,རྐུནའོངས་,རྐུན་འོངས་,པ་,ཚོར་,ན་,ཁྱིམ་,
1: -ང་སམ་+ངས་མ་,,,,,,,,,,,,
,སྐད་,དུ་,ཁྱི་,རྐུན་,ཁྱོད་,ང་སམ་,ངས་མ་,བསད་,པར་,སྐྱེན་,པར་,
1: +–[81a.4],,,,,,,,,,,,
,ལ་,ཕྱིན་,ཅད་,ཀྱང་,ཁྱིམ་,,–[81a.4],དེར་,མི་,འོང་,བ་,
